PATIENT_ID,SESSION_ID,WAV_FILE_PATH,MIN_AMPLITUDE,MAX_AMPLITUDE,MEAN_AMPLITUDE,STD_DEV_AMPLITUDE
QRID000028,QRID000028_S000656_11_19_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000028/QRID000028_S000656_11_19_21/QRID000028_S000656_Interactive_Wall_11_19_21/QRID000028_S000656_Interactive_Wall_kinect_audio_11_19_21_16_45_38_171.0.wav,-44232780,49557436,-3207.897242864537,3566982.243784209
QRID000028,QRID000028_S000656_11_19_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000028/QRID000028_S000656_11_19_21/QRID000028_S000656_Interactive_Wall_11_19_21/QRID000028_S000656_Interactive_Wall_kinect_audio_11_19_21_16_52_49_11.0.wav,-131665840,127536944,-5926.365467600259,9290229.13421592
QRID000028,QRID000028_S000656_11_19_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000028/QRID000028_S000656_11_19_21/QRID000028_S000656_Interactive_Wall_11_19_21/QRID000028_S000656_Interactive_Wall_kinect_audio_11_19_21_16_54_57_820.0.wav,-128782168,140447936,-5245.633022428011,5136957.49634081
QRID000028,QRID000028_S000656_11_19_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000028/QRID000028_S000656_11_19_21/QRID000028_S000656_Interactive_Wall_11_19_21/QRID000028_S000656_Interactive_Wall_kinect_audio_11_19_21_16_43_12_644.0.wav,-53331816,47899504,804.9589569160997,3569664.195350263
QRID000028,QRID000028_S000656_11_19_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000028/QRID000028_S000656_11_19_21/QRID000028_S000656_Interactive_Wall_11_19_21/QRID000028_S000656_Interactive_Wall_kinect_audio_11_19_21_17_0_14_910.0.wav,-129961856,133238752,-4183.079933531344,5799291.383098412
QRID000028,QRID000028_S000656_11_19_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000028/QRID000028_S000656_11_19_21/QRID000028_S000656_Window_Suite_11_19_21/QRID000028_S000656_Window_Suite_kinect_audio_11_19_21_16_38_54_456.0.wav,-44303832,39360032,1102.3381784669175,4106221.201416231
QRID000028,QRID000028_S000656_11_19_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000028/QRID000028_S000656_11_19_21/QRID000028_S000656_Window_Suite_11_19_21/QRID000028_S000656_Window_Suite_kinect_audio_11_19_21_16_39_27_520.0.wav,-30016404,34407448,58.02064895590731,3757911.15197894
QRID000028,QRID000028_S000656_11_19_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000028/QRID000028_S000656_11_19_21/QRID000028_S000656_Window_Suite_11_19_21/QRID000028_S000656_Window_Suite_kinect_audio_11_19_21_17_29_1_728.0.wav,-130355080,132648912,1358.0097995576832,7307197.119158661
QRID000028,QRID000028_S000656_11_19_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000028/QRID000028_S000656_11_19_21/QRID000028_S000656_Window_Suite_11_19_21/QRID000028_S000656_Window_Suite_kinect_audio_11_19_21_16_38_5_617.0.wav,-59724456,55011740,-9371.567906581236,4614154.620507986
QRID000028,QRID000028_S000656_11_19_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000028/QRID000028_S000656_11_19_21/QRID000028_S000656_Interview_Lounge_11_19_21/QRID000028_S000656_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_11_19_21_17_3_59_938.0.wav,-2147483648,2147483392,-902226.3385034355,510447762.14020514
QRID000028,QRID000028_S000656_11_19_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000028/QRID000028_S000656_11_19_21/QRID000028_S000656_Interview_Lounge_11_19_21/QRID000028_S000656_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_11_19_21_16_40_40_248.0.wav,-2147483648,2147483392,-1669661.0407966848,558306631.0052391
QRID000814,QRID000814_S001121_3_22_23,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000814/QRID000814_S001121_3_22_23/QRID000814_S001121_Interview_Lounge_3_22_23/QRID000814_S001121_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_3_22_23_13_6_24_266.0.wav,-2147483648,2147483392,-1793581.130265545,543742561.1851252
QRID000814,QRID000814_S001099_2_27_23,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000814/QRID000814_S001099_2_27_23/QRID000814_S001099_Interview_Lounge_2_27_23/QRID000814_S001099_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_2_27_23_16_2_24_61.0.wav,-2409728,2402304,16381.800208353872,466631.97571485187
QRID000814,QRID000814_S001071_1_20_23,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000814/QRID000814_S001071_1_20_23/QRID000814_S001071_Interview_Lounge_1_20_23/QRID000814_S001071_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_1_20_23_12_51_46_414.0.wav,-17566524,8821625,16392.51306056403,476855.1858771125
QRID000814,QRID000814_S001071_1_20_23,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000814/QRID000814_S001071_1_20_23/QRID000814_S001071_Interview_Lounge_1_20_23/QRID000814_S001071_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_1_20_23_12_49_56_98.0.wav,-2230016,2460672,16403.545254879395,471889.96566960943
QRID000814,QRID000814_S000969_9_23_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000814/QRID000814_S000969_9_23_22/QRID000814_S000969_Interview_Lounge_9_23_22/QRID000814_S000969_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_9_23_22_12_20_12_287.0.wav,-2412288,2450944,16385.894358525766,479731.54033256177
QRID000814,QRID000814_S000969_9_23_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000814/QRID000814_S000969_9_23_22/QRID000814_S000969_Interview_Lounge_9_23_22/QRID000814_S000969_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_9_23_22_12_5_33_317.0.wav,-2484736,2342144,16416.494853052332,474457.06202036544
QRID000814,QRID000814_S001006_10_28_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000814/QRID000814_S001006_10_28_22/QRID000814_S001006_Interview_Lounge_10_28_22/QRID000814_S001006_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_10_28_22_14_4_26_341.0.wav,-2423040,2296320,16328.321873681394,483068.8052743867
QRID000814,QRID000814_S001049_12_27_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000814/QRID000814_S001049_12_27_22/QRID000814_S001049_Interview_Lounge_12_27_22/QRID000814_S001049_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_12_27_22_13_31_1_631.0.wav,-1938917,1923248,14470.789584799437,417836.0374913992
QRID000814,QRID000814_S001049_12_27_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000814/QRID000814_S001049_12_27_22/QRID000814_S001049_Interview_Lounge_12_27_22/QRID000814_S001049_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_12_27_22_13_31_3_175.0.wav,-2281728,2284446,16426.030576169862,450733.5276351543
QRID000814,QRID000814_S001130_3_29_23,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000814/QRID000814_S001130_3_29_23/QRID000814_S001130_Interview_Lounge_3_29_23/QRID000814_S001130_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_3_29_23_12_48_1_547.0.wav,-2147483648,2147483392,-1665016.4698715566,532315928.0691561
QRID000814,QRID000814_S001096_2_21_23,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000814/QRID000814_S001096_2_21_23/QRID000814_S001096_Interview_Lounge_2_21_23/QRID000814_S001096_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_2_21_23_11_32_54_533.0.wav,-2427392,2583552,16404.525539015605,467364.60803084826
QRID000814,QRID000814_S000977_10_4_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000814/QRID000814_S000977_10_4_22/QRID000814_S000977_Interview_Lounge_10_4_22/QRID000814_S000977_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_10_4_22_13_25_19_488.0.wav,-2230272,2396928,16390.306952884857,481280.8009989952
QRID000814,QRID000814_S000923_8_8_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000814/QRID000814_S000923_8_8_22/QRID000814_S000923_Interview_Lounge_8_8_22/QRID000814_S000923_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_8_8_22_13_29_59_237.0.wav,-2521600,2630656,16380.909702283445,480695.932711977
QRID000814,QRID000814_S001117_3_15_23,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000814/QRID000814_S001117_3_15_23/QRID000814_S001117_Interview_Lounge_3_15_23/QRID000814_S001117_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_3_15_23_12_56_39_223.0.wav,-2147483648,2147483392,-364937.07565589494,310576074.9755991
QRID000814,QRID000814_S001038_12_2_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000814/QRID000814_S001038_12_2_22/QRID000814_S001038_Interview_Lounge_12_2_22/QRID000814_S001038_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_12_2_22_12_48_54_279.0.wav,-2232576,2675456,16435.040383807846,480961.37607552396
QRID000043,QRID000043_S000769_2_7_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000043/QRID000043_S000769_2_7_22/QRID000043_S000769_Interview_Lounge_2_7_22/QRID000043_S000769_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_2_7_22_16_13_22_93.0.wav,-2138955776,2147483392,-4147.052765283745,266345702.53878486
QRID000043,QRID000043_S000769_2_7_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000043/QRID000043_S000769_2_7_22/QRID000043_S000769_Interview_Lounge_2_7_22/QRID000043_S000769_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_2_7_22_16_38_12_768.0.wav,-2147483648,2147483392,-24499.701450883127,327730052.76548374
QRID000043,QRID000043_S000769_2_7_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000043/QRID000043_S000769_2_7_22/QRID000043_S000769_Window_Suite_2_7_22/QRID000043_S000769_Window_Suite_kinect_audio_2_7_22_16_43_20_664.0.wav,-37977124,40774304,360.19615918088545,4437768.525385797
QRID000043,QRID000043_S000769_2_7_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000043/QRID000043_S000769_2_7_22/QRID000043_S000769_Window_Suite_2_7_22/QRID000043_S000769_Window_Suite_kinect_audio_2_7_22_16_10_39_193.0.wav,-22610610,18285102,1977.8940220335921,3777899.0962985386
QRID000043,QRID000043_S000769_2_7_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000043/QRID000043_S000769_2_7_22/QRID000043_S000769_Window_Suite_2_7_22/QRID000043_S000769_Window_Suite_kinect_audio_2_7_22_16_11_55_502.0.wav,-23984760,24052446,-527.3509128701986,3571061.0468724947
QRID000043,QRID000043_S000769_2_7_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000043/QRID000043_S000769_2_7_22/QRID000043_S000769_Window_Suite_2_7_22/QRID000043_S000769_Window_Suite_kinect_audio_2_7_22_16_11_3_912.0.wav,-19972974,22193746,241.75850597327778,3690003.0039507956
QRID000086,QRID000086_S000976_10_4_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000086/QRID000086_S000976_10_4_22/QRID000086_S000976_Interview_Lounge_10_4_22/QRID000086_S000976_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_10_4_22_11_18_33_669.0.wav,-2342400,2230272,16434.715854850227,473630.768027775
QRID000072,QRID000072_S001085_2_8_23,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000072/QRID000072_S001085_2_8_23/QRID000072_S001085_Interview_Lounge_2_8_23/QRID000072_S001085_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_2_8_23_11_15_48_297.0.wav,-2698752,2698496,16390.24187210632,477849.9589121094
QRID000072,QRID000072_S000911_7_27_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000072/QRID000072_S000911_7_27_22/QRID000072_S000911_Interview_Lounge_7_27_22/QRID000072_S000911_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_7_27_22_12_40_55_421.0.wav,-2439424,2375680,16453.214564086506,471032.6395588597
QRID000072,QRID000072_S000911_7_27_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000072/QRID000072_S000911_7_27_22/QRID000072_S000911_Interview_Lounge_7_27_22/QRID000072_S000911_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_7_27_22_13_4_12_398.0.wav,-2235392,2389504,16418.159391715417,476953.9672658877
QRID000072,QRID000072_S000911_7_27_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000072/QRID000072_S000911_7_27_22/QRID000072_S000911_Interview_Lounge_7_27_22/QRID000072_S000911_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_7_27_22_12_58_46_437.0.wav,-3039488,19809792,16386.652430553335,478552.3668635619
QRID000075,QRID000075_S000919_8_3_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000075/QRID000075_S000919_8_3_22/QRID000075_S000919_Interview_Lounge_8_3_22/QRID000075_S000919_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_8_3_22_12_31_21_340.0.wav,-2529280,2720000,16384.205429156525,480662.4180687306
QRID000075,QRID000075_S000919_8_3_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000075/QRID000075_S000919_8_3_22/QRID000075_S000919_Interview_Lounge_8_3_22/QRID000075_S000919_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_8_3_22_12_12_30_76.0.wav,-2146560,2279424,16308.99720366702,449865.9361571015
QRID000075,QRID000075_S000919_8_3_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000075/QRID000075_S000919_8_3_22/QRID000075_S000919_Interview_Lounge_8_3_22/QRID000075_S000919_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_8_3_22_12_43_0_360.0.wav,-2507008,2421504,16379.888324751526,483541.953563947
QRID000016,QRID000016_S_8_20_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000016/QRID000016_S_8_20_21/QRID000016_S_Interview_Lounge_8_20_21/QRID000016_S_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_8_20_21_12_49_2_503.0.wav,-968817664,1372625664,16481.213092536105,78489071.72829618
QRID000016,QRID000016_S_8_20_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000016/QRID000016_S_8_20_21/QRID000016_S_Interview_Lounge_8_20_21/QRID000016_S_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_8_20_21_12_37_0_264.0.wav,-250832512,327438592,35597.14080632253,29347559.651774917
QRID000016,QRID000016_S_8_20_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000016/QRID000016_S_8_20_21/QRID000016_S_Interview_Lounge_8_20_21/QRID000016_S_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_8_20_21_12_36_1_71.0.wav,-692762240,634191488,16502.215734910984,46774200.3059337
QRID000016,QRID000016_S_8_20_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000016/QRID000016_S_8_20_21/QRID000016_S_Interview_Lounge_8_20_21/QRID000016_S_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_8_20_21_12_57_21_337.0.wav,-1167951360,1369982592,9937.396165132719,115960109.90887432
QRID000016,QRID000016_S_8_20_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000016/QRID000016_S_8_20_21/QRID000016_S_Interactive_Wall_8_20_21/QRID000016_S_Interactive_Wall_kinect_audio_8_20_21_12_37_11_313.0.wav,-30987866,34288872,-2780.038226480303,3575848.812601907
QRID000016,QRID000016_S_8_20_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000016/QRID000016_S_8_20_21/QRID000016_S_Interactive_Wall_8_20_21/QRID000016_S_Interactive_Wall_kinect_audio_8_20_21_12_37_51_869.0.wav,-93718416,112023480,656.4532893276005,5440072.824785948
QRID000016,QRID000016_S_8_20_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000016/QRID000016_S_8_20_21/QRID000016_S_Interactive_Wall_8_20_21/QRID000016_S_Interactive_Wall_kinect_audio_8_20_21_12_40_5_860.0.wav,-149885408,144118064,-523.9900538996637,7215762.2849345645
QRID000016,QRID000016_S_8_20_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000016/QRID000016_S_8_20_21/QRID000016_S_Interactive_Wall_8_20_21/QRID000016_S_Interactive_Wall_kinect_audio_8_20_21_12_46_5_364.0.wav,-58001128,70181200,2506.239413627695,4337430.23538309
QRID000016,QRID000016_S_8_20_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000016/QRID000016_S_8_20_21/QRID000016_S_Interactive_Wall_8_20_21/QRID000016_S_Interactive_Wall_kinect_audio_8_20_21_12_38_32_714.0.wav,-42206472,44893528,510.4660060690943,3643914.2802534634
QRID000016,QRID000016_S_8_20_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000016/QRID000016_S_8_20_21/QRID000016_S_Interactive_Wall_8_20_21/QRID000016_S_Interactive_Wall_kinect_audio_8_20_21_12_40_53_945.0.wav,-60622648,73835616,1704.2963154460695,4055551.2353573926
QRID000016,QRID000016_S_8_20_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000016/QRID000016_S_8_20_21/QRID000016_S_Window_Suite_8_20_21/QRID000016_S_Window_Suite_kinect_audio_8_20_21_12_34_47_812.0.wav,-27076480,27671144,1605.5973448725285,4282486.529644436
QRID000016,QRID000016_S_8_20_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000016/QRID000016_S_8_20_21/QRID000016_S_Window_Suite_8_20_21/QRID000016_S_Window_Suite_kinect_audio_8_20_21_12_25_44_173.0.wav,-20054182,17170956,309.1801725353354,4269741.630469132
QRID000016,QRID000016_S_8_20_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000016/QRID000016_S_8_20_21/QRID000016_S_Window_Suite_8_20_21/QRID000016_S_Window_Suite_kinect_audio_8_20_21_12_33_51_764.0.wav,-53221856,59246352,1099.2057721596102,5090490.242051267
QRID000016,QRID000016_S_8_20_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000016/QRID000016_S_8_20_21/QRID000016_S_Window_Suite_8_20_21/QRID000016_S_Window_Suite_kinect_audio_8_20_21_12_33_13_972.0.wav,-224705344,142011024,1890.4260620444034,6668664.605345134
QRID000815,QRID000815_S001001_10_27_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000815/QRID000815_S001001_10_27_22/QRID000815_S001001_Interview_Lounge_10_27_22/QRID000815_S001001_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_10_27_22_11_54_22_867.0.wav,-2206464,2436096,16412.006462585035,482981.2181787995
QRID000815,QRID000815_S001028_11_18_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000815/QRID000815_S001028_11_18_22/QRID000815_S001028_Interview_Lounge_11_18_22/QRID000815_S001028_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_11_18_22_11_59_33_186.0.wav,-2392832,2439680,16431.206316353313,463889.7626030296
QRID000815,QRID000815_S001147_4_14_23,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000815/QRID000815_S001147_4_14_23/QRID000815_S001147_Interview_Lounge_4_14_23/QRID000815_S001147_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_4_14_23_10_59_24_390.0.wav,-2147483648,2147483392,65206.383864049436,339775216.0209384
QRID000815,QRID000815_S001154_4_21_23,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000815/QRID000815_S001154_4_21_23/QRID000815_S001154_Interview_Lounge_4_21_23/QRID000815_S001154_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_4_21_23_11_21_48_794.0.wav,-2147483648,2147483392,3722.3494345790264,275098116.2254792
QRID000815,QRID000815_S001154_4_21_23,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000815/QRID000815_S001154_4_21_23/QRID000815_S001154_Interview_Lounge_4_21_23/QRID000815_S001154_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_4_21_23_11_32_11_763.0.wav,-2147483648,2147483392,25788.49961161478,255505775.72065312
QRID000815,QRID000815_S000957_8_31_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000815/QRID000815_S000957_8_31_22/QRID000815_S000957_Interview_Lounge_8_31_22/QRID000815_S000957_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_8_31_22_14_56_39_96.0.wav,-2595072,2749952,16389.962457897105,482282.30339165876
QRID000815,QRID000815_S000957_8_31_22,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000815/QRID000815_S000957_8_31_22/QRID000815_S000957_Interview_Lounge_8_31_22/QRID000815_S000957_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_8_31_22_14_35_3_814.0.wav,-2445568,2495232,16399.58184829663,485542.71295102226
QRID000815,QRID000815_S001088_2_10_23,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000815/QRID000815_S001088_2_10_23/QRID000815_S001088_Interview_Lounge_2_10_23/QRID000815_S001088_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_2_10_23_11_58_6_21.0.wav,-2393088,2464768,16355.517083842084,470797.5244343569
QRID000815,QRID000815_S001141_4_7_23,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000815/QRID000815_S001141_4_7_23/QRID000815_S001141_Interview_Lounge_4_7_23/QRID000815_S001141_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_4_7_23_11_25_0_731.0.wav,-2147483648,2147483392,10418.581757644419,341297289.08684075
QRID000815,QRID000815_S001060_1_13_23,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000815/QRID000815_S001060_1_13_23/QRID000815_S001060_Interview_Lounge_1_13_23/QRID000815_S001060_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_1_13_23_11_45_24_490.0.wav,-2164736,2417152,16373.944303758088,484498.538087886
QRID000029,QRID000029_S001210_6_21_23,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000029/QRID000029_S001210_6_21_23/QRID000029_S001210_Interview_Lounge_6_21_23/QRID000029_S001210_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_6_21_23_16_16_57_4.0.wav,-2147483648,2147483392,-193782.21320310739,348385294.97796315
QRID000029,QRID000029_S000660_11_22_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000029/QRID000029_S000660_11_22_21/QRID000029_S000660_Interview_Lounge_11_22_21/QRID000029_S000660_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_11_22_21_15_39_34_892.0.wav,-2147483648,2147483392,-97942.04359954869,254707649.12082663
QRID000029,QRID000029_S000660_11_22_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000029/QRID000029_S000660_11_22_21/QRID000029_S000660_Interview_Lounge_11_22_21/QRID000029_S000660_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_11_22_21_17_16_25_85.0.wav,-2147483648,2147483392,16269.539091667686,194254101.6652793
QRID000029,QRID000029_S000660_11_22_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000029/QRID000029_S000660_11_22_21/QRID000029_S000660_Interview_Lounge_11_22_21/QRID000029_S000660_Interview_Lounge_Interview_Lounge_Shotgun_Mic_AT875R_11_22_21_16_52_20_530.0.wav,-2147483648,2147483392,-10440.210901498811,237937895.014642
QRID000029,QRID000029_S000660_11_22_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000029/QRID000029_S000660_11_22_21/QRID000029_S000660_Window_Suite_11_22_21/QRID000029_S000660_Window_Suite_kinect_audio_11_22_21_17_22_48_354.0.wav,-76286232,79235440,1428.046063092647,4056897.583033035
QRID000029,QRID000029_S000660_11_22_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000029/QRID000029_S000660_11_22_21/QRID000029_S000660_Window_Suite_11_22_21/QRID000029_S000660_Window_Suite_kinect_audio_11_22_21_16_50_20_533.0.wav,-142479616,140120240,2369.1322331873926,3910313.815305393
QRID000029,QRID000029_S000660_11_22_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000029/QRID000029_S000660_11_22_21/QRID000029_S000660_Window_Suite_11_22_21/QRID000029_S000660_Window_Suite_kinect_audio_11_22_21_16_49_38_608.0.wav,-28128198,23106742,3433.876701628607,3553765.1516126706
QRID000029,QRID000029_S000660_11_22_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000029/QRID000029_S000660_11_22_21/QRID000029_S000660_Window_Suite_11_22_21/QRID000029_S000660_Window_Suite_kinect_audio_11_22_21_16_48_51_931.0.wav,-19464786,33361636,990.6908250825082,3752633.6406257534
QRID000029,QRID000029_S000660_11_22_21,/Users/MK/Library/CloudStorage/OneDrive-TheMountSinaiHospital/Q-Lab/QRID000029/QRID000029_S000660_11_22_21/QRID000029_S000660_Interactive_Wall_11_22_21/QRID000029_S000660_Interactive_Wall_kinect_audio_11_22_21_17_1_24_783.0.wav,-41551092,47796540,-4373.328457023172,2720932.330423049
